ID,proportion_ADJ,proportion_ADV,proportion_INTJ,proportion_NOUN,proportion_PRON,proportion_PROPN,proportion_VERB,proportion_AUX,proportion_DET,proportion_ADP,proportion_CCONJ,proportion_SCONJ,proportion_NUM,proportion_PART,proportion_SYM,proportion_X
LYO10,0.0601092896174863,0.0601092896174863,0.0163934426229508,0.180327868852459,0.1092896174863388,0.0,0.1038251366120218,0.0382513661202185,0.1420765027322404,0.087431693989071,0.0382513661202185,0.0218579234972677,0.0,0,0.0,0.0
PES04,0.0851063829787234,0.0425531914893617,0.0,0.1170212765957446,0.1595744680851064,0.0,0.1595744680851064,0.0319148936170212,0.1063829787234042,0.0851063829787234,0.0425531914893617,0.0212765957446808,0.0212765957446808,0,0.0212765957446808,0.0
SOU10,0.068825910931174,0.0445344129554655,0.0,0.2186234817813765,0.0607287449392712,0.0,0.1052631578947368,0.0607287449392712,0.1740890688259109,0.145748987854251,0.0242914979757085,0.0121457489878542,0.0161943319838056,0,0.0,0.0
PES06,0.057471264367816,0.0862068965517241,0.0,0.1896551724137931,0.0919540229885057,0.0,0.1666666666666666,0.0057471264367816,0.1379310344827586,0.1494252873563218,0.0057471264367816,0.0172413793103448,0.0,0,0.0,0.0
NOR10,0.0457516339869281,0.0261437908496732,0.0,0.1437908496732026,0.1568627450980392,0.0065359477124183,0.1503267973856209,0.0196078431372549,0.1241830065359477,0.1241830065359477,0.0130718954248366,0.0392156862745098,0.0,0,0.0,0.0
SEN01,0.0638297872340425,0.0797872340425532,0.0106382978723404,0.1914893617021276,0.0797872340425532,0.0159574468085106,0.0957446808510638,0.026595744680851,0.1276595744680851,0.1595744680851064,0.0372340425531914,0.0,0.0053191489361702,0,0.0,0.0
BFC09,0.0848056537102473,0.0742049469964664,0.0,0.1943462897526501,0.0494699646643109,0.0106007067137809,0.0918727915194346,0.0247349823321554,0.166077738515901,0.1378091872791519,0.0282685512367491,0.0176678445229682,0.0106007067137809,0,0.0,0.0
LOR02,0.0884353741496598,0.0408163265306122,0.0,0.2108843537414966,0.0884353741496598,0.0068027210884353,0.1088435374149659,0.0408163265306122,0.1496598639455782,0.1224489795918367,0.0136054421768707,0.0068027210884353,0.0068027210884353,0,0.0,0.0
POF03,0.034090909090909,0.0596590909090909,0.0,0.1818181818181818,0.1079545454545454,0.0113636363636363,0.1278409090909091,0.0198863636363636,0.1420454545454545,0.1420454545454545,0.034090909090909,0.0227272727272727,0.0,0,0.0,0.0
UPS04,0.0660377358490566,0.0188679245283018,0.0094339622641509,0.2169811320754717,0.0377358490566037,0.0,0.0943396226415094,0.0283018867924528,0.1792452830188679,0.1462264150943396,0.0518867924528301,0.0188679245283018,0.0,0,0.0,0.0
OCM10,0.1016949152542373,0.0423728813559322,0.0,0.1271186440677966,0.135593220338983,0.0084745762711864,0.1016949152542373,0.0423728813559322,0.1271186440677966,0.1101694915254237,0.0169491525423728,0.0254237288135593,0.0,0,0.0,0.0
CVL02,0.033582089552238806,0.055970149253731345,0.0,0.1791044776119403,0.07835820895522388,0.0,0.16417910447761194,0.026119402985074626,0.16044776119402984,0.10820895522388059,0.04477611940298507,0.018656716417910446,0.007462686567164179,0,0.0,0.0
